face_detected,head_tilt_angle,shoulder_position,posture_label
0,21.65,0.38,Idle
1,8.98,0.74,Working
1,1.71,0.93,Working
0,26.99,0.35,Idle
0,30.99,0.21,Idle
1,2.47,0.86,Working
1,24.64,0.51,Distracted
1,29.71,0.51,Distracted
1,15.13,0.41,Distracted
1,28.48,0.59,Distracted
1,17.27,0.73,Distracted
1,3.69,0.95,Working
1,29.77,0.47,Distracted
0,31.54,0.2,Idle
0,23.7,0.35,Idle
1,2.29,0.52,Distracted
1,15.56,0.84,Distracted
1,1.43,0.65,Distracted
1,21.89,0.69,Distracted
1,5.71,0.49,Distracted
1,27.75,0.68,Distracted
1,4.9,0.57,Distracted
1,2.68,0.61,Distracted
1,22.49,0.48,Distracted
1,27.83,0.82,Distracted
1,9.18,0.59,Distracted
1,26.54,0.84,Distracted
1,2.26,0.52,Distracted
1,21.01,0.48,Distracted
1,28.34,0.67,Distracted
0,26.86,0.36,Idle
1,18.89,0.85,Distracted
1,4.43,0.97,Working
1,21.28,0.73,Distracted
0,32.54,0.18,Idle
1,10.21,0.71,Distracted
1,2.26,0.52,Distracted
1,11.15,0.8,Distracted
1,7.56,0.49,Distracted
1,22.03,0.86,Distracted
1,25.72,0.86,Distracted
0,20.33,0.16,Idle
0,22.68,0.13,Idle
1,10.64,0.99,Distracted
0,35.94,0.17,Idle
1,29.5,0.61,Distracted
1,0.68,0.87,Working
0,27.69,0.38,Idle
0,24.68,0.22,Idle
1,8.57,0.72,Working
1,25.09,0.43,Distracted
1,19.06,0.79,Distracted
1,23.81,0.52,Distracted
0,34.79,0.24,Idle
1,27.46,0.99,Distracted
1,26.76,0.59,Distracted
1,3.23,0.46,Distracted
1,3.37,0.61,Distracted
1,13.82,0.81,Distracted
1,26.99,0.86,Distracted
1,14.1,0.99,Distracted
1,7.67,0.76,Working
1,5.07,0.69,Distracted
0,24.45,0.36,Idle
1,27.89,0.95,Distracted
0,31.21,0.22,Idle
1,20.19,0.64,Distracted
1,12.42,0.89,Distracted
1,16.98,0.67,Distracted
1,29.57,0.69,Distracted
0,34.24,0.15,Idle
1,11.64,0.64,Distracted
1,13.79,0.88,Distracted
1,10.01,0.91,Distracted
1,14.06,0.98,Distracted
1,15.26,0.87,Distracted
1,21.45,0.41,Distracted
1,18.17,0.97,Distracted
1,0.15,0.5,Distracted
1,20.08,0.6,Distracted
1,21.83,0.7,Distracted
1,16.65,0.82,Distracted
1,14.37,0.9,Distracted
1,1.21,0.98,Working
1,15.53,0.59,Distracted
1,4.38,0.6,Distracted
1,25.79,0.59,Distracted
1,6.34,0.99,Working
1,16.11,0.48,Distracted
1,19.86,0.61,Distracted
0,23.09,0.28,Idle
1,1.42,0.61,Distracted
1,17.94,0.49,Distracted
0,39.87,0.13,Idle
1,21.7,0.56,Distracted
0,36.72,0.24,Idle
1,26.08,0.87,Distracted
1,16.83,0.78,Distracted
1,24.62,0.88,Distracted
1,22.99,0.78,Distracted
1,1.66,0.48,Distracted
1,24.71,0.9,Distracted
1,7.37,0.82,Working
1,4.66,1.0,Working
1,19.59,0.77,Distracted
1,25.46,0.75,Distracted
1,26.73,0.62,Distracted
1,10.49,0.76,Distracted
1,7.61,0.96,Working
1,12.74,0.49,Distracted
1,11.78,0.68,Distracted
1,7.39,0.49,Distracted
1,9.1,0.82,Working
1,20.02,0.76,Distracted
1,12.13,0.47,Distracted
1,14.19,0.82,Distracted
1,5.18,0.52,Distracted
1,12.36,0.68,Distracted
1,22.52,0.49,Distracted
1,26.99,0.73,Distracted
0,23.32,0.35,Idle
1,15.32,0.94,Distracted
1,15.79,0.79,Distracted
1,19.26,0.76,Distracted
1,0.85,0.87,Working
1,4.7,0.73,Working
1,19.13,0.46,Distracted
1,14.41,0.45,Distracted
0,20.67,0.21,Idle
1,24.66,0.97,Distracted
1,3.13,0.42,Distracted
0,20.48,0.21,Idle
1,19.18,0.78,Distracted
1,28.94,0.81,Distracted
1,21.05,0.83,Distracted
1,23.9,0.57,Distracted
1,3.51,0.48,Distracted
1,13.98,0.44,Distracted
1,12.67,0.69,Distracted
1,25.57,0.86,Distracted
1,17.35,0.57,Distracted
1,9.66,0.9,Working
1,6.09,0.62,Distracted
1,28.88,0.58,Distracted
0,23.89,0.21,Idle
1,21.7,0.81,Distracted
1,13.72,0.45,Distracted
1,26.51,0.64,Distracted
1,0.86,0.68,Distracted
0,21.73,0.37,Idle
0,23.61,0.27,Idle
1,3.23,0.65,Distracted
1,16.02,0.55,Distracted
1,7.1,0.63,Distracted
1,21.44,0.42,Distracted
1,19.02,0.69,Distracted
1,23.72,0.59,Distracted
1,7.63,0.94,Working
1,25.48,0.86,Distracted
1,9.95,0.49,Working
0,30.34,0.2,Idle
1,24.97,0.52,Distracted
1,6.89,0.73,Working
0,39.12,0.37,Idle
1,10.37,0.64,Distracted
1,19.37,0.7,Distracted
1,3.89,0.58,Distracted
1,16.18,0.94,Distracted
1,10.1,0.9,Distracted
0,38.69,0.37,Idle
1,4.69,0.47,Distracted
1,4.63,0.86,Working
1,11.95,0.72,Distracted
1,26.95,0.77,Distracted
0,29.4,0.15,Idle
1,10.14,0.49,Distracted
1,24.72,0.47,Distracted
1,12.37,0.58,Distracted
1,9.33,0.71,Working
1,9.95,0.46,Distracted
0,20.1,0.1,Idle
1,28.49,0.57,Distracted
1,5.26,0.52,Distracted
1,23.5,0.76,Distracted
1,9.04,0.91,Working
1,5.79,0.8,Working
1,9.49,0.59,Distracted
1,12.03,0.94,Working
0,30.57,0.33,Idle
1,4.73,0.71,Working
1,26.49,0.49,Distracted
0,24.86,0.29,Idle
0,22.79,0.11,Idle
1,18.66,0.47,Distracted
1,6.6,0.66,Distracted
1,10.67,0.81,Distracted
1,27.1,0.69,Distracted
1,13.13,0.44,Distracted
1,18.33,0.87,Distracted
1,13.34,0.94,Distracted
0,34.7,0.12,Idle
1,20.8,0.47,Distracted
0,32.12,0.4,Idle
1,19.55,0.66,Distracted
1,1.29,0.41,Distracted
1,17.44,0.93,Distracted
1,24.58,0.7,Distracted
0,36.16,0.11,Idle
1,3.54,0.63,Distracted
0,37.82,0.28,Idle
1,15.22,0.81,Distracted
1,29.33,0.5,Distracted
1,25.0,0.74,Distracted
1,11.14,0.68,Distracted
1,0.83,0.74,Working
1,8.4,0.57,Distracted
1,17.47,0.91,Distracted
1,14.21,0.82,Distracted
0,27.84,0.13,Idle
1,19.42,0.51,Distracted
1,15.67,0.7,Working
0,39.06,0.38,Idle
1,21.31,0.78,Distracted
0,32.01,0.27,Idle
1,20.24,0.49,Distracted
0,28.41,0.27,Idle
1,3.7,0.99,Working
1,15.5,0.43,Distracted
1,6.17,0.48,Distracted
0,24.91,0.17,Idle
0,32.85,0.29,Idle
0,36.55,0.16,Idle
0,27.19,0.12,Idle
0,35.34,0.33,Idle
1,12.03,0.55,Distracted
1,1.7,0.94,Working
1,11.07,0.74,Distracted
1,28.86,0.77,Distracted
1,26.71,0.69,Distracted
0,34.33,0.17,Idle
1,25.81,0.57,Distracted
1,13.41,0.44,Distracted
1,11.39,0.57,Distracted
1,6.59,0.98,Working
1,1.25,0.45,Distracted
1,0.21,0.8,Working
1,24.18,0.49,Distracted
1,21.41,0.41,Distracted
1,20.53,0.6,Distracted
0,33.84,0.3,Idle
0,27.73,0.29,Idle
1,18.14,0.63,Distracted
1,26.59,0.55,Distracted
0,30.77,0.29,Idle
1,19.17,0.92,Distracted
1,12.38,0.66,Distracted
0,32.21,0.22,Idle
1,13.33,0.58,Distracted
1,18.98,0.45,Distracted
1,5.5,0.68,Working
1,13.71,0.8,Distracted
1,15.46,0.77,Distracted
1,0.56,1.0,Working
1,21.52,0.52,Distracted
1,23.95,0.98,Distracted
1,9.28,0.53,Distracted
1,25.4,0.87,Distracted
1,1.46,0.69,Distracted
1,26.78,0.98,Distracted
1,12.3,0.57,Distracted
1,18.42,0.81,Distracted
1,10.13,0.77,Distracted
1,9.97,0.53,Distracted
1,0.14,0.63,Distracted
1,14.25,0.77,Distracted
1,12.59,0.88,Distracted
0,37.68,0.28,Idle
1,2.49,0.98,Working
1,9.98,0.44,Distracted
0,26.34,0.21,Idle
0,26.49,0.26,Idle
0,32.89,0.36,Idle
1,27.45,0.66,Distracted
0,35.66,0.17,Idle
1,10.13,0.79,Distracted
1,27.09,0.49,Distracted
1,23.82,0.99,Distracted
1,21.17,0.72,Distracted
1,10.63,0.71,Distracted
1,29.23,0.94,Distracted
1,5.38,0.53,Distracted
1,14.43,0.84,Distracted
0,39.39,0.28,Idle
1,21.79,0.99,Distracted
0,38.59,0.35,Idle
0,38.7,0.11,Idle
1,24.8,0.6,Distracted
0,23.45,0.3,Idle
1,16.48,0.63,Distracted
1,15.54,0.54,Distracted
1,17.84,0.55,Distracted
1,3.29,0.65,Distracted
1,7.59,0.8,Working
1,3.31,0.6,Distracted
0,28.46,0.28,Idle
1,22.76,0.85,Distracted
1,26.85,0.72,Distracted
1,8.04,0.45,Distracted
1,12.8,0.44,Distracted
1,28.72,0.79,Distracted
1,13.16,0.69,Distracted
0,25.5,0.39,Idle
1,11.48,0.78,Working
1,27.61,0.69,Distracted
1,18.08,0.93,Distracted
1,9.67,0.43,Distracted
1,17.83,0.96,Distracted
1,10.48,0.58,Distracted
0,26.35,0.39,Idle
1,10.34,0.94,Distracted
0,37.42,0.2,Idle
0,27.2,0.27,Idle
1,28.17,0.89,Working
1,28.26,0.65,Distracted
1,17.75,0.52,Distracted
1,8.66,0.96,Working
1,13.5,0.71,Distracted
0,27.41,0.14,Idle
0,32.89,0.16,Idle
1,18.37,0.64,Distracted
1,21.44,0.54,Distracted
1,6.7,0.42,Distracted
1,21.43,0.7,Distracted
0,24.03,0.27,Idle
1,1.79,0.74,Working
1,21.24,1.0,Distracted
1,3.29,0.59,Distracted
1,6.65,0.64,Distracted
1,24.94,0.54,Distracted
1,16.62,0.64,Distracted
1,28.73,0.66,Distracted
0,26.25,0.29,Idle
0,38.19,0.17,Idle
1,16.35,0.59,Distracted
1,5.5,0.47,Distracted
0,23.12,0.38,Idle
1,24.65,0.41,Working
1,25.61,0.91,Distracted
1,28.02,0.93,Distracted
1,19.16,0.89,Distracted
1,2.14,0.96,Working
0,39.86,0.16,Idle
1,8.23,0.91,Working
1,29.87,0.46,Distracted
0,27.56,0.23,Idle
1,18.72,0.48,Distracted
1,6.12,0.53,Distracted
0,36.03,0.4,Idle
1,18.49,0.47,Distracted
1,29.64,0.57,Distracted
1,15.16,0.69,Distracted
1,3.45,0.5,Distracted
1,23.68,0.41,Distracted
1,4.07,0.7,Distracted
1,23.28,0.82,Distracted
1,4.7,0.6,Working
0,26.66,0.34,Idle
0,28.95,0.15,Idle
0,22.78,0.15,Idle
1,6.64,0.95,Working
1,10.0,0.47,Distracted
1,27.08,0.6,Distracted
1,13.81,0.63,Distracted
1,28.49,0.82,Distracted
1,23.29,0.75,Distracted
1,24.83,0.89,Distracted
1,13.05,0.77,Distracted
1,21.53,0.43,Distracted
1,18.3,0.56,Distracted
1,13.62,0.43,Distracted
1,8.12,0.49,Distracted
1,4.75,0.83,Working
1,25.2,0.57,Distracted
1,16.65,0.44,Distracted
1,28.46,0.52,Distracted
0,29.01,0.39,Idle
1,12.66,0.73,Distracted
1,22.57,0.57,Distracted
0,26.35,0.15,Idle
1,15.69,0.45,Distracted
1,5.05,0.85,Working
1,8.8,0.95,Working
1,25.48,0.56,Distracted
0,26.01,0.28,Idle
1,21.88,0.58,Distracted
1,21.55,0.4,Distracted
0,23.74,0.25,Idle
1,17.51,0.66,Distracted
1,15.1,0.74,Distracted
1,5.74,0.89,Working
1,27.09,0.51,Distracted
0,38.13,0.36,Idle
1,11.89,0.65,Distracted
1,25.27,0.99,Distracted
1,3.53,0.58,Distracted
1,11.4,0.88,Distracted
1,5.84,0.99,Working
1,26.45,0.85,Distracted
1,11.86,0.83,Distracted
1,3.14,0.97,Working
0,33.09,0.19,Idle
1,4.32,1.0,Working
1,0.19,0.93,Working
0,26.87,0.15,Idle
1,10.32,0.7,Distracted
1,17.33,0.8,Working
1,0.77,0.5,Distracted
1,25.42,0.72,Distracted
1,5.27,0.71,Working
1,11.26,0.42,Distracted
1,28.58,0.75,Distracted
1,20.55,0.98,Distracted
1,22.62,0.52,Distracted
0,39.14,0.17,Idle
1,15.53,0.81,Distracted
1,22.02,0.87,Distracted
1,15.67,0.49,Distracted
0,36.61,0.16,Idle
0,27.69,0.21,Idle
1,2.42,0.75,Working
1,20.29,0.6,Distracted
1,0.61,0.42,Distracted
1,4.1,0.65,Distracted
0,24.53,0.38,Idle
1,25.9,0.83,Distracted
1,4.59,0.47,Distracted
1,10.8,0.83,Distracted
1,28.91,0.64,Distracted
0,28.53,0.26,Idle
1,15.89,0.94,Distracted
1,21.21,0.92,Distracted
1,22.62,0.93,Distracted
1,12.05,0.98,Distracted
1,4.85,0.7,Distracted
1,1.05,0.73,Working
1,4.39,0.81,Working
1,3.55,0.6,Distracted
1,0.59,0.74,Working
0,30.87,0.37,Idle
1,14.48,0.42,Distracted
1,0.1,0.76,Working
1,22.9,0.59,Distracted
0,26.64,0.4,Idle
0,24.57,0.12,Idle
1,4.8,0.96,Working
1,27.96,0.44,Distracted
1,25.4,0.69,Distracted
0,30.69,0.16,Idle
0,20.27,0.19,Idle
1,25.56,0.76,Distracted
1,20.93,0.63,Distracted
0,30.83,0.37,Idle
1,20.65,0.45,Distracted
1,20.39,0.51,Distracted
1,14.95,0.97,Distracted
1,20.23,0.88,Distracted
0,39.47,0.25,Idle
1,23.49,0.46,Distracted
1,28.4,0.48,Distracted
1,12.05,0.42,Distracted
1,25.3,0.83,Distracted
0,29.06,0.36,Idle
1,15.05,0.67,Distracted
1,16.42,0.58,Distracted
1,14.93,0.75,Working
1,19.93,0.73,Distracted
1,16.89,0.6,Distracted
1,5.45,0.47,Distracted
1,2.49,0.42,Distracted
0,35.26,0.11,Idle
1,22.3,0.92,Distracted
1,0.42,0.59,Distracted
1,7.66,0.44,Distracted
1,7.57,0.74,Working
1,25.01,0.78,Distracted
1,21.96,0.72,Distracted
0,36.85,0.38,Idle
1,2.55,0.6,Distracted
1,4.1,0.44,Distracted
1,12.34,0.94,Distracted
1,27.02,0.5,Distracted
1,10.9,0.58,Distracted
1,8.06,0.99,Working
1,17.74,0.87,Distracted
1,18.38,0.89,Distracted
1,23.06,0.59,Distracted
1,7.61,0.7,Distracted
1,27.54,0.72,Distracted
0,24.89,0.24,Idle
1,25.19,0.69,Distracted
1,16.61,0.55,Distracted
1,27.23,0.91,Distracted
1,25.59,0.45,Distracted
1,28.37,0.84,Distracted
1,25.79,0.64,Distracted
1,12.8,0.92,Distracted
1,0.89,0.51,Distracted
0,21.12,0.34,Idle
1,0.7,0.82,Working
1,21.61,0.89,Distracted
1,20.12,0.78,Distracted
1,5.02,0.91,Working
1,15.42,0.48,Distracted
1,9.68,0.71,Distracted
1,14.5,0.43,Distracted
1,2.23,0.52,Distracted
1,15.13,0.84,Distracted
1,14.2,0.81,Distracted
1,24.48,0.63,Working
1,16.06,0.69,Distracted
0,36.89,0.2,Idle
1,17.06,0.96,Distracted
1,8.8,0.87,Working
1,26.08,0.47,Distracted
1,7.56,0.91,Working
1,6.26,0.77,Working
1,18.58,0.8,Distracted
0,31.34,0.19,Idle
1,25.15,0.4,Distracted
1,0.45,0.97,Working
1,14.66,0.65,Distracted
0,38.94,0.22,Idle
0,27.88,0.35,Idle
1,29.34,0.55,Distracted
0,36.43,0.29,Idle
1,13.43,0.7,Distracted
1,0.9,0.93,Working
0,32.61,0.34,Idle
1,24.76,0.66,Distracted
1,17.43,0.73,Distracted
1,20.06,0.99,Distracted
0,26.87,0.29,Idle
1,28.85,0.96,Distracted
1,15.54,0.54,Distracted
1,26.75,0.84,Distracted
1,29.03,0.72,Distracted
0,29.23,0.38,Idle
1,4.42,0.63,Distracted
1,6.63,0.44,Distracted
0,20.5,0.29,Idle
1,7.79,0.68,Distracted
1,2.09,0.49,Distracted
1,1.2,0.59,Distracted
1,26.4,0.92,Distracted
0,37.46,0.27,Idle
1,0.04,0.69,Distracted
0,21.47,0.39,Idle
1,11.91,0.92,Distracted
1,8.28,0.43,Distracted
1,1.86,0.58,Distracted
0,30.87,0.39,Idle
1,15.91,0.85,Distracted
0,23.22,0.24,Idle
1,25.63,0.68,Distracted
1,5.43,0.61,Distracted
0,38.25,0.15,Idle
1,25.77,0.68,Distracted
1,8.26,0.81,Working
0,23.86,0.4,Idle
0,33.87,0.39,Idle
1,26.99,0.62,Working
1,14.6,0.45,Distracted
1,12.76,0.98,Distracted
0,33.56,0.35,Idle
0,38.87,0.3,Idle
1,10.74,0.51,Distracted
1,5.35,0.94,Working
1,23.28,0.6,Distracted
1,3.91,0.68,Distracted
1,22.16,0.97,Distracted
1,9.11,0.69,Distracted
1,0.86,0.66,Distracted
1,25.42,0.67,Distracted
1,29.4,0.42,Distracted
1,15.21,0.46,Distracted
1,17.83,0.62,Distracted
0,30.86,0.31,Idle
0,29.33,0.25,Idle
1,15.53,0.96,Distracted
1,20.74,0.41,Distracted
1,0.9,0.8,Working
0,22.46,0.15,Idle
1,9.38,0.79,Working
1,7.42,0.54,Distracted
0,20.52,0.19,Idle
0,24.72,0.35,Idle
0,23.08,0.28,Idle
1,8.94,0.5,Distracted
1,6.9,0.41,Distracted
1,26.91,0.76,Distracted
1,3.84,0.56,Distracted
1,8.2,0.98,Working
1,19.97,0.98,Distracted
1,2.55,0.69,Distracted
1,16.96,0.58,Distracted
1,17.16,0.86,Distracted
1,27.87,0.77,Distracted
1,6.75,0.43,Distracted
1,5.38,0.6,Distracted
1,9.56,0.67,Distracted
1,18.58,0.88,Distracted
1,12.6,0.58,Distracted
1,10.12,0.62,Distracted
1,5.45,0.62,Working
1,8.76,0.54,Distracted
0,34.7,0.14,Idle
1,23.62,0.74,Distracted
1,2.2,0.61,Distracted
1,26.06,0.41,Distracted
1,8.45,0.53,Distracted
1,21.65,0.5,Distracted
1,9.08,0.72,Working
0,39.75,0.27,Idle
1,4.37,0.41,Distracted
1,14.41,0.48,Distracted
0,29.07,0.23,Idle
0,26.24,0.14,Idle
0,24.15,0.37,Idle
1,25.99,0.91,Distracted
1,29.48,0.48,Distracted
1,27.88,0.96,Distracted
1,27.16,0.78,Distracted
1,15.59,0.88,Distracted
0,31.62,0.36,Idle
0,38.4,0.13,Idle
1,19.77,0.55,Distracted
1,6.46,0.45,Distracted
1,8.96,0.96,Working
1,13.97,0.78,Distracted
0,38.98,0.27,Idle
1,22.69,0.69,Distracted
1,24.49,0.72,Distracted
0,39.61,0.36,Idle
1,7.94,0.69,Distracted
1,24.33,0.91,Distracted
1,5.5,0.43,Distracted
0,38.28,0.11,Idle
1,19.31,0.54,Distracted
1,0.87,0.47,Distracted
1,21.36,0.57,Distracted
1,22.14,0.61,Distracted
1,28.46,0.5,Distracted
1,10.96,0.85,Distracted
0,22.78,0.3,Idle
1,18.98,0.66,Distracted
1,4.83,0.86,Working
1,25.78,0.49,Distracted
1,11.66,0.48,Distracted
0,25.77,0.34,Idle
1,19.48,0.93,Distracted
1,3.45,0.71,Working
1,3.78,0.78,Working
1,20.47,0.8,Distracted
0,24.34,0.18,Idle
0,31.22,0.17,Idle
1,18.9,0.42,Distracted
1,12.82,0.89,Distracted
1,4.82,0.5,Distracted
0,29.45,0.2,Idle
1,1.28,0.47,Distracted
0,20.01,0.4,Idle
0,28.42,0.29,Idle
1,19.57,0.55,Distracted
1,11.69,0.84,Distracted
1,19.25,0.9,Distracted
0,28.34,0.39,Idle
1,19.19,0.99,Distracted
1,13.08,0.88,Distracted
1,3.6,0.76,Working
1,20.11,0.71,Distracted
1,13.43,0.51,Distracted
1,2.46,0.91,Working
1,25.51,0.71,Distracted
1,28.0,0.47,Distracted
0,29.35,0.1,Idle
1,5.97,0.84,Working
1,24.74,0.71,Distracted
1,16.33,0.62,Working
1,1.41,0.8,Working
1,23.4,0.87,Distracted
1,9.61,0.88,Working
1,11.48,0.96,Distracted
1,29.74,0.93,Distracted
1,1.33,0.93,Working
1,27.75,0.94,Distracted
0,26.47,0.27,Idle
1,28.24,0.96,Distracted
1,5.93,0.79,Working
1,6.62,0.48,Distracted
1,15.91,0.93,Distracted
1,29.01,0.82,Distracted
0,25.48,0.32,Idle
1,27.98,0.62,Distracted
1,27.09,0.5,Distracted
0,37.99,0.13,Idle
1,5.3,0.99,Working
1,7.98,0.47,Distracted
1,15.29,0.88,Distracted
0,38.17,0.29,Idle
1,3.63,0.52,Distracted
1,20.94,0.56,Distracted
1,21.06,0.45,Distracted
1,10.42,0.83,Distracted
1,17.99,0.51,Distracted
1,25.62,0.83,Distracted
0,37.86,0.37,Idle
0,24.97,0.11,Idle
1,23.26,0.74,Distracted
1,26.02,0.67,Distracted
1,27.46,0.58,Distracted
1,19.32,0.64,Distracted
1,13.64,0.8,Distracted
1,16.98,0.51,Distracted
1,6.06,0.94,Working
0,28.76,0.27,Idle
1,19.8,0.88,Distracted
1,27.58,0.69,Working
1,17.52,0.88,Working
1,16.23,0.59,Distracted
0,21.6,0.36,Idle
0,31.77,0.19,Idle
1,3.28,0.63,Distracted
1,21.28,0.53,Distracted
0,36.95,0.35,Idle
0,29.24,0.16,Idle
1,17.43,0.7,Distracted
1,11.6,0.94,Distracted
1,15.86,0.77,Distracted
1,6.88,0.64,Distracted
1,15.66,0.91,Distracted
1,24.3,0.93,Distracted
1,7.83,0.54,Distracted
1,21.75,0.99,Distracted
1,4.08,0.83,Working
1,12.03,0.79,Distracted
1,13.76,0.57,Distracted
0,37.01,0.2,Idle
1,24.83,0.91,Distracted
1,27.29,0.47,Distracted
1,1.19,0.62,Distracted
1,17.59,0.75,Distracted
1,28.52,0.73,Distracted
1,23.43,0.42,Distracted
1,14.57,0.89,Distracted
1,26.02,0.94,Distracted
0,34.99,0.37,Idle
0,22.15,0.21,Idle
1,11.81,0.65,Distracted
1,11.32,0.59,Distracted
1,21.77,0.86,Distracted
1,6.42,0.42,Distracted
1,3.57,0.88,Working
1,28.96,0.59,Distracted
0,38.07,0.22,Idle
1,26.4,0.92,Distracted
1,4.59,0.87,Working
1,8.24,0.51,Distracted
1,16.45,0.76,Distracted
1,4.13,0.66,Working
1,18.4,0.4,Distracted
1,22.44,0.41,Distracted
1,14.66,0.58,Distracted
1,16.75,0.79,Distracted
1,6.77,0.68,Distracted
1,10.44,0.47,Distracted
0,27.17,0.28,Idle
1,20.66,0.52,Distracted
1,27.69,0.76,Distracted
1,9.2,0.97,Working
1,4.1,0.9,Working
1,17.05,0.92,Distracted
1,26.22,0.54,Distracted
1,13.05,0.41,Distracted
1,9.83,0.75,Working
1,0.63,0.83,Working
1,29.52,0.57,Distracted
0,36.11,0.32,Idle
1,1.92,0.61,Distracted
0,33.73,0.21,Idle
1,7.28,0.66,Distracted
0,36.82,0.39,Idle
0,24.91,0.32,Idle
1,6.86,0.44,Distracted
1,10.28,0.93,Distracted
1,1.31,0.55,Distracted
1,11.51,0.58,Distracted
0,27.81,0.17,Idle
1,11.2,0.47,Distracted
1,11.41,0.59,Distracted
1,1.72,0.98,Working
1,7.12,0.76,Working
0,23.11,0.14,Idle
1,1.19,0.73,Working
0,36.42,0.22,Idle
1,19.03,0.94,Distracted
0,32.49,0.34,Idle
1,9.59,0.99,Working
1,7.86,0.42,Distracted
1,14.98,0.92,Distracted
1,15.75,0.99,Distracted
1,0.88,0.9,Working
1,26.17,0.98,Distracted
0,24.34,0.2,Idle
1,8.66,0.91,Working
1,10.62,0.81,Distracted
1,27.79,0.95,Distracted
1,8.72,0.77,Working
1,25.16,0.67,Distracted
1,2.07,0.51,Distracted
0,29.23,0.18,Idle
0,30.02,0.15,Idle
1,16.63,0.6,Distracted
1,12.53,0.63,Distracted
1,17.65,0.47,Distracted
1,18.56,0.59,Distracted
0,37.67,0.12,Idle
0,39.45,0.13,Idle
1,3.71,0.48,Distracted
1,12.86,0.7,Distracted
1,17.16,0.84,Distracted
1,29.23,0.68,Distracted
0,27.37,0.2,Idle
0,21.71,0.39,Idle
1,2.71,0.88,Working
0,21.84,0.31,Idle
1,29.34,0.7,Distracted
0,25.24,0.13,Idle
1,1.48,0.88,Working
1,3.61,0.83,Working
1,20.76,0.9,Distracted
0,29.36,0.31,Idle
1,7.22,0.71,Working
1,8.12,0.84,Working
0,31.57,0.23,Idle
0,31.57,0.27,Idle
1,20.05,0.85,Distracted
1,15.81,0.95,Distracted
1,26.56,0.7,Distracted
1,6.49,0.98,Working
1,15.75,0.52,Distracted
1,7.29,0.83,Working
1,10.67,0.8,Working
1,22.28,0.57,Distracted
1,12.71,0.44,Distracted
1,17.37,0.61,Working
1,13.5,0.77,Distracted
1,18.35,0.81,Distracted
1,21.21,0.87,Distracted
1,1.39,0.72,Working
1,24.4,0.95,Distracted
1,19.4,0.41,Distracted
0,39.82,0.33,Idle
0,39.35,0.29,Idle
0,24.43,0.25,Idle
1,14.78,0.79,Distracted
1,8.58,0.54,Distracted
1,21.64,0.64,Distracted
0,26.55,0.13,Idle
1,0.92,0.94,Working
0,33.65,0.33,Idle
1,8.74,0.69,Distracted
1,16.27,0.47,Distracted
1,19.67,0.97,Distracted
1,20.24,0.45,Distracted
0,25.59,0.28,Idle
1,18.89,0.93,Distracted
1,14.08,0.55,Distracted
1,3.52,0.54,Distracted
1,28.77,0.77,Distracted
0,37.67,0.35,Idle
1,6.52,0.44,Distracted
1,24.62,0.81,Distracted
0,22.22,0.31,Idle
1,14.45,0.78,Distracted
1,13.51,0.54,Distracted
1,14.44,0.76,Distracted
1,13.27,0.82,Distracted
1,7.91,0.76,Working
1,11.33,0.92,Distracted
1,28.47,0.93,Distracted
1,15.81,0.87,Distracted
1,16.02,0.6,Distracted
0,34.62,0.3,Idle
0,33.0,0.15,Idle
1,18.15,0.55,Distracted
1,28.6,0.65,Distracted
1,23.34,0.93,Distracted
1,20.33,0.83,Working
1,9.89,0.78,Working
1,8.98,0.75,Working
1,3.31,0.4,Distracted
1,14.21,0.41,Distracted
1,7.98,0.56,Distracted
1,27.12,0.41,Distracted
1,3.18,0.46,Distracted
1,18.62,0.91,Distracted
0,30.19,0.18,Idle
1,25.1,0.66,Distracted
1,0.3,0.62,Distracted
1,0.69,0.76,Working
1,8.18,0.66,Distracted
1,22.16,0.87,Distracted
1,12.87,0.85,Distracted
1,14.44,0.79,Distracted
0,28.59,0.28,Idle
1,5.12,0.61,Distracted
1,11.78,0.44,Distracted
1,1.85,0.43,Distracted
1,25.91,0.46,Distracted
1,6.51,0.46,Distracted
1,0.66,0.76,Working
1,11.86,0.86,Distracted
1,16.74,0.96,Distracted
1,12.31,0.98,Distracted
1,2.78,0.44,Distracted
1,17.18,0.52,Distracted
1,5.65,0.97,Working
1,25.9,0.91,Distracted
1,15.54,0.49,Distracted
0,32.63,0.3,Idle
0,25.57,0.35,Idle
1,25.44,0.89,Distracted
0,37.45,0.39,Idle
1,26.57,0.72,Distracted
0,26.29,0.28,Idle
0,24.81,0.33,Idle
1,25.26,0.86,Distracted
1,19.78,0.98,Distracted
0,20.85,0.29,Idle
0,36.07,0.24,Idle
1,28.68,0.48,Distracted
1,24.72,0.73,Distracted
1,25.25,0.97,Distracted
1,26.05,0.82,Distracted
1,17.9,0.43,Distracted
1,15.01,0.88,Distracted
1,23.1,0.8,Distracted
1,23.59,0.81,Distracted
0,24.75,0.38,Idle
1,22.92,0.47,Distracted
1,3.54,0.92,Working
1,22.85,0.82,Distracted
1,3.71,0.66,Distracted
1,4.27,0.63,Working
1,16.13,0.84,Distracted
1,2.61,0.71,Working
1,7.01,0.69,Distracted
1,21.91,0.58,Distracted
1,10.62,0.66,Distracted
1,15.85,0.99,Distracted
1,16.91,0.71,Distracted
0,20.0,0.29,Idle
